"","EVENT_DATE","YEAR","EVENT_TYPE","PERPRETATORS","VICTIMS","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","FATALITIES"
"4988","2015-10-12",2015,"Violence against civilians","Al Shabaab","Civilians (Kenya)","Kenya","Garissa","Fafi","Jarajila","Hagadera",0.00952,40.37561,"Daily Nation (Kenya)",0
"4989","2015-10-13",2015,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Bungoma","Kanduyi","Khalaba","Bungoma",0.5635,34.56055,"The Star (Nairobi)",0
"4990","2015-10-13",2015,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Vihiga","Luanda","Emabungo","Maseno",0.0167,34.6,"The Star (Nairobi)",1
"4991","2015-10-19",2015,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Capital FM",0
"4992","2015-10-20",2015,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Kilifi","Kilifi North","Kibarani","Kilifi",-3.63333,39.85,"The Star (Nairobi)",0
"4993","2015-10-20",2015,"Violence against civilians","Turkana Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Turkana","Turkana North","Nakalale","Narengmor",4.01667,35.16667,"The Star (Nairobi)",3
"4994","2015-10-24",2015,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Lamu","Lamu West","Bahari","Mpekatoni",-2.42573,40.68284,"The Star (Nairobi)",0
"4995","2015-10-24",2015,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Unidentified Armed Group (Kenya)","Kenya","Makueni","Kilome","Kasikeu","Kasikeu",-1.94943,37.38576,"The Star (Nairobi)",1
"4996","2015-10-25",2015,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Meru","Central Imenti","Mwanganthia","Katheri",0.00828,37.60036,"Sunday Nation (Kenya)",0
"4997","2015-10-26",2015,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kiambu","Gatundu South","Kiamwangi","Gatundu",-1.05,36.9,"The Star (Nairobi)",0
"4998","2015-10-28",2015,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Meru","North Imenti","Municipality","Meru",0.05,37.65,"Daily Nation (Kenya)",0
"4999","2015-10-28",2015,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Kibra","Woodley/Kenyatta Golf Course","Jamhuri",-1.3,36.76667,"The Star (Nairobi)",0
"5000","2015-10-30",2015,"Riots/Protests","Rioters (Kenya)","Rioters (Kenya)","Kenya","Meru","Buuri","Ruiri/Rwarera","Loloria",0.19929,37.61328,"The Star (Nairobi)",1
"5001","2015-11-02",2015,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"The Star (Nairobi)",0
"5002","2015-11-03",2015,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Star (Nairobi)",0
"5003","2015-11-10",2015,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Star (Nairobi)",0
"5004","2015-11-16",2015,"Violence against civilians","Al Shabaab","Civilians (Kenya)","Kenya","Garissa","Fafi","Jarajila","Hagadera",0.00952,40.37561,"Kenya Standard",0
"5005","2015-11-16",2015,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nyeri","Kieni","Kabaru","Tagwa",-0.33678,37.06591,"The Star (Nairobi)",3
"5006","2015-11-17",2015,"Battle-No change of territory","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Garissa","Daadab","Dadaab","Dadaab Refugee Camp",0.0514,40.3142,"Associated Press",0
"5007","2015-11-19",2015,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kiambu","Ruiru","Kiuu","Ruiru",-1.15,36.9667,"The Star (Nairobi)",0
"5008","2015-11-19",2015,"Battle-No change of territory","Police Forces of Kenya (2013-)","OLF: Oromo Liberation Front","Kenya","Marsabit","Moyale","Sololo","Sololo",3.55,38.65,"Kenya Standard",0
"5009","2015-11-20",2015,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Narok","Narok North","Narok Town","Narok",-1.07829,35.86012,"Daily Nation (Kenya)",0
"5010","2015-11-21",2015,"Strategic development","Al Shabaab","Unitentified","Kenya","Garissa","Garissa Township","Iftin","Garissa",-0.453568,39.6461,"Alldhacdo",0
"5011","2015-11-23",2015,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Migori","Kuria West","Isibania","Isibania",-1.23943,34.47922,"The Star (Nairobi)",0
"5012","2015-11-23",2015,"Remote violence","Military Forces of Kenya (2013-)","Al Shabaab","Kenya","Garissa","Ijara","Hulugho","Hulugho",-1.15,41.06667,"The Star (Nairobi)",1
"5013","2015-11-24",2015,"Non-violent transfer of territory","Al Shabaab","Unitentified","Kenya","Garissa","Garissa Township","Iftin","Garissa",-0.453568,39.6461,"Radio Andalus",0
"5014","2015-11-24",2015,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kilifi","Malindi","Shella","Malindi",-3.22,40.12,"The Star (Nairobi)",0
"5015","2015-11-27",2015,"Battle-No change of territory","Military Forces of Kenya (2013-)","Al Shabaab","Kenya","Wajir","Wajir East","Township","Wajir",1.75,40.06,"Xinhua",0
"5016","2015-11-28",2015,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Star (Nairobi)",0
"5017","2015-11-30",2015,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Meru","North Imenti","Municipality","Meru",0.05,37.65,"Daily Nation (Kenya)",0
"5018","2015-11-30",2015,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Garissa","Garissa Township","Iftin","Garissa",-0.453568,39.6461,"The Star (Nairobi)",0
"5019","2015-11-30",2015,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.28333,"The Star (Nairobi)",0
"5020","2015-12-01",2015,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Associated Press",0
"5021","2015-12-03",2015,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Westlands","Karura","Gachie",-1.21667,36.78333,"The Star (Nairobi)",0
"5022","2015-12-06",2015,"Battle-No change of territory","Military Forces of Kenya (2013-)","Al Shabaab","Kenya","Lamu","Lamu West","Shella","Lamu",-2.27169,40.90201,"Radio Al-Furqaan",7
"5023","2015-12-06",2015,"Violence against civilians","Police Forces of Kenya (2013-)","Civilians (Kenya)","Kenya","Garissa","Ijara","Hulugho","Hulugho",-1.15,41.06667,"The Star (Nairobi)",0
"5024","2015-12-11",2015,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nakuru","Kuresoi South","Keringet","Keringet",-0.4666,35.6833,"The Star (Nairobi)",0
"5025","2015-12-13",2015,"Battle-No change of territory","Military Forces of Kenya (2013-)","Al Shabaab","Kenya","Mandera","Mandera East","Township","Mandera",3.935725,41.85421,"Associated Press",1
"5026","2015-12-14",2015,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Star (Nairobi)",0
"5027","2015-12-14",2015,"Remote violence","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Mandera","Mandera East","Township","Mandera",3.935725,41.85421,"Associated Press",7
"5028","2015-12-15",2015,"Riots/Protests","Protesters (International)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Capital FM",0
"5029","2015-12-16",2015,"Battle-No change of territory","Military Forces of Kenya (2013-)","Al Shabaab","Kenya","Lamu","Lamu West","Mkunumbi","Milihoi",-2.21667,40.7,"NTV",2
"5030","2015-12-19",2015,"Strategic development","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kirinyaga","Mwea","Nyangati","Kutu",-0.56719,37.32471,"Daily Nation (Kenya)",0
"5031","2015-12-21",2015,"Battle-No change of territory","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Mandera","Mandera East","Township","Mandera",3.935725,41.85421,"Somali Memo",3
"5032","2015-12-21",2015,"Violence against civilians","Al Shabaab","Civilians (Kenya)","Kenya","Mandera","Mandera East","Township","Mandera",3.935725,41.85421,"Agence France Presse",2
"5033","2015-12-22",2015,"Battle-No change of territory","Unidentified Communal Militia (Kenya)","Unidentified Communal Militia (Kenya)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Daily Nation (Kenya)",1
"5034","2015-12-23",2015,"Battle-No change of territory","Kalenjin Ethnic Militia (Kenya)","Maasai Ethnic Militia (Kenya)","Kenya","Narok","Narok North","Narok Town","Narok",-1.07829,35.86012,"Daily Nation",2
"5035","2015-12-25",2015,"Battle-No change of territory","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Lamu","Lamu West","Hindi","Bodhei",-1.85628,40.71663,"NTV",4
"5036","2015-12-25",2015,"Battle-No change of territory","Kalenjin Ethnic Militia (Kenya)","Maasai Ethnic Militia (Kenya)","Kenya","Narok","Narok West","Naikarra","Olposimoru",-1.81667,35.5,"Daily Nation",0
"5037","2015-12-26",2015,"Remote violence","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Mandera","Mandera East","Township","Mandera",3.935725,41.85421,"Associated Press",1
"5038","2015-12-26",2015,"Battle-No change of territory","Kalenjin Ethnic Militia (Kenya)","Maasai Ethnic Militia (Kenya)","Kenya","Narok","Narok West","Naikarra","Olposimoru",-1.81667,35.5,"Daily Nation",0
"5039","2015-12-26",2015,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Machakos","Mwala","Kibauni","Ndithini",-1.58333,37.68333,"The Star (Nairobi)",2
"5040","2015-12-27",2015,"Battle-No change of territory","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Mandera","Mandera South","Elwak South","El Wak",2.80944,40.93583,"Agence France Presse",4
"5041","2015-12-27",2015,"Battle-No change of territory","Kalenjin Ethnic Militia (Kenya)","Maasai Ethnic Militia (Kenya)","Kenya","Narok","Narok West","Naikarra","Olposimoru",-1.81667,35.5,"The Star (Nairobi)",3
"5042","2015-12-28",2015,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Mandera","Mandera East","Township","Mandera",3.935725,41.85421,"Capital FM",0
"5043","2015-12-28",2015,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Mombasa","Nyali","Ziwa La NgOmbe","Bombolulu",-4.023489,39.70374,"The Star (Nairobi)",0
"5044","2015-12-28",2015,"Remote violence","Al Shabaab","Civilians (Kenya)","Kenya","Mandera","Mandera East","Township","Mandera",3.935725,41.85421,"Capital FM",3
"5045","2015-12-29",2015,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Kisumu","Nyakach","South West Nyakach","Nyakach",-0.383458,34.93241,"The Star (Nairobi)",4
"5046","2015-12-30",2015,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Embu","Mbeere South","Mavuria","Gikiiro",-0.66667,37.63333,"The Star (Nairobi)",0
"5047","2016-01-01",2016,"Battle-No change of territory","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Lamu","Lamu West","Shella","Bargoni",-2.04077,40.79127,"The Standard ",0
"5048","2016-01-02",2016,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kwale","Kinango","Chengoni/Samburu","Silaloni",-3.61692,39.28692,"Sunday Nation (Kenya)",0
"5049","2016-01-10",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Daily Nation (Kenya)",0
"5050","2016-01-20",2016,"Battle-No change of territory","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Kilifi","Malindi","Shella","Malindi",-3.22,40.12,"Daily Nation ",4
"5051","2016-01-21",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Laikipia","Laikipia West","Igwamiti","Nyahururu",0.0333,36.3667,"Daily Nation (Kenya)",0
"5052","2016-01-23",2016,"Battle-No change of territory","Samburu Ethnic Militia (Kenya)","Ndorobo Ethnic Militia (Kenya)","Kenya","Isiolo","Isiolo North","Burat","Leparua",0.37998,37.44735,"Daily Nation (Kenya)",3
"5053","2016-01-26",2016,"Remote violence","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Lamu","Lamu West","Shella","Lamu",-2.27169,40.90201,"Xinhua",6
"5054","2016-01-31",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Lamu","Lamu West","Shella","Tewani or Mpeketoni",-2.278333,40.90333,"Daily Nation (Kenya)",0
"5055","2016-01-31",2016,"Violence against civilians","Al Shabaab","Civilians (Kenya)","Kenya","Lamu","Lamu West","Witu","Pandanguo",-2.23472,40.47781,"Somali Memo ",3
"5056","2016-01-31",2016,"Strategic development","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Meru","North Imenti","Municipality","Meru",0.05,37.65,"Daily Nation (Kenya)",0
"5057","2016-01-31",2016,"Violence against civilians","Tugen Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Baringo","Baringo Central","Kapropita","Kabarnet",0.49194,35.74303,"Daily Nation (Kenya)",1
"5058","2016-02-01",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.86081,"Daily Nation (Kenya)",0
"5059","2016-02-02",2016,"Battle-No change of territory","Military Forces of Kenya (2013-)","Al Shabaab","Kenya","Garissa","Garissa Township","Ijara","Boni National Reserve",-1.53944,41.33139,"The Star",4
"5060","2016-02-02",2016,"Violence against civilians","Njemp Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Baringo","Baringo Central","Kapropita","Kabarnet",0.49194,35.74303,"Daily Nation (Kenya)",3
"5061","2016-02-03",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Tharaka-Nithi","Chuka/IgambangOmbe","Karingani","Ndagani",-0.31667,37.65,"Daily Nation (Kenya)",0
"5062","2016-02-04",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse ",0
"5063","2016-02-08",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Tharaka-Nithi","Chuka/IgambangOmbe","Karingani","Ndagani",-0.31667,37.65,"Daily Nation (Kenya)",0
"5064","2016-02-08",2016,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Kamukunji","Eastleigh North","Eastleigh",-1.271689,36.84969,"Daily Nation (Kenya)",1
"5065","2016-02-09",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nakuru","Naivasha","Lake View","Naivasha",-0.720236,36.42853,"Daily Nation (Kenya)",0
"5066","2016-02-14",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Narok","Narok South","OlolulungA","Olololunga",-1.00295,35.664,"Sunday Nation (Kenya)",0
"5067","2016-02-20",2016,"Battle-No change of territory","Maasai Ethnic Militia (Kenya)","Kalenjin Ethnic Militia (Kenya)","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.86081,"Sunday Nation (Kenya)",1
"5068","2016-02-29",2016,"Battle-No change of territory","Kikuyu Ethnic Militia (Kenya)","Luo Ethnic Militia (Kenya)","Kenya","Nairobi","Ruaraka","Baba Dogo","Kariobangi",-1.240741,36.88035,"The Star (Nairobi)",1
"5069","2016-03-02",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Narok","Narok North","Narok Town","Narok",-1.07829,35.86012,"Daily Nation (Kenya)",0
"5070","2016-03-05",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Kericho","Ainamoi","Kipchebor","Kericho",-0.36774,35.28314,"Daily Nation (Kenya)",0
"5071","2016-03-09",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kiambu","Juja","Kalimoni","Juja",-1.1833,37.1167,"Daily Nation (Kenya)",0
"5072","2016-03-09",2016,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Ethiopia)","Kenya","Nairobi","Roysambu","Kahawa West","Kahawa",-1.183397,36.91654,"Daily Nation ",0
"5073","2016-03-12",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kilifi","Malindi","Shella","Malindi",-3.22,40.12,"Daily Nation (Kenya)",0
"5074","2016-03-13",2016,"Battle-No change of territory","Vigilante Militia (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nakuru","Naivasha","Olkaria","Longonot",-0.96667,36.45,"Daily Nation (Kenya)",0
"5075","2016-03-16",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Daily Nation (Kenya)",0
"5076","2016-03-20",2016,"Violence against civilians","Rioters (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Dagoretti North","Kileleshwa","Kileleshwa",-1.278464,36.7848,"Capital FM (Nairobi)",0
"5077","2016-03-22",2016,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.86081,"Daily Nation (Kenya)",1
"5078","2016-03-28",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Samburu","Samburu East","Wamba North","Kirimoni",1.25,37,"Daily Nation (Kenya)",0
"5079","2016-03-28",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nyandarua","Ndaragwa","Ndaragwa","Mairo Inya",0.025556,36.40778,"Daily Nation (Kenya)",0
"5080","2016-03-29",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Embu","Manyatta","Kirimari","Embu",-0.53333,37.45,"Daily Nation (Kenya)",0
"5081","2016-03-29",2016,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Tharaka-Nithi","Chuka/IgambangOmbe","Mariani","Mariani",-0.32608,37.70271,"Daily Nation (Kenya)",1
"5082","2016-03-30",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Capital FM (Nairobi)",0
"5083","2016-04-04",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kirinyaga","Ndia","Mukure","Kirinyaga",-0.16667,37.3,"Daily Nation (Kenya)",0
"5084","2016-04-04",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Daily Nation (Kenya)",0
"5085","2016-04-05",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Samburu","Samburu North","El-Barta","Ndoto",1.75,37.16667,"Daily Nation (Kenya)",0
"5086","2016-04-10",2016,"Battle-No change of territory","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Wajir","Wajir South","Diif","Dif",0.9961,40.9631,"Sunday Nation",0
"5087","2016-04-12",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.28333,"Daily Nation (Kenya)",0
"5088","2016-04-12",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kakamega","Lurambi","Sheywe","Kakamega",0.2833,34.75,"Daily Nation (Kenya)",0
"5090","2016-04-13",2016,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Embu","Manyatta","Kirimari","Embu",-0.53333,37.45,"Daily Nation (Kenya)",0
"5091","2016-04-15",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Makueni","Kibwezi West","Makindu","Miangeni",-2.65,38.16667,"Daily Nation (Kenya)",0
"5092","2016-04-21",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Embu","Manyatta","Kirimari","Embu",-0.53333,37.45,"Daily Nation (Kenya)",0
"5093","2016-04-25",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Deutsche Welle (Bonn)",0
"5094","2016-04-26",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Daily Nation (Kenya)",0
"5095","2016-05-03",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Roysambu","Zimmerman","Kamiti",-1.19527,36.89217,"Capital FM (Nairobi)",0
"5096","2016-05-05",2016,"Riots/Protests","Protesters (Kenya)","Protesters (Kenya)","Kenya","Narok","Emurua Dikirr","Ololmasani","Emurua Dikirr",-1.01729,35.10359,"Daily Nation (Kenya)",0
"5097","2016-05-05",2016,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Daily Nation (Kenya)",1
"5098","2016-05-09",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Associated Press",0
"5099","2016-05-10",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kwale","Msambweni","Gombato Bongwe","Diani",-4.279213,39.59431,"Daily Nation (Kenya)",0
"5100","2016-05-10",2016,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Daily Nation (Kenya)",0
"5101","2016-05-12",2016,"Battle-No change of territory","Unidentified Ethnic Militia (Kenya)","Unidentified Ethnic Militia (Kenya)","Kenya","Elgeyo-Marakwet","Keiyo North","Tambach","Keiyo Valley",0.659016,35.58337,"Daily Nation (Kenya)",4
"5102","2016-05-15",2016,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Kamukunji","Eastleigh North","Buruburu",-1.283995,36.88221,"Daily Nation (Kenya)",1
"5103","2016-05-16",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Kisii","Nyaribari Chache","Kisii Central","Kisii",-0.68333,34.76667,"Daily Nation (Kenya)",0
"5104","2016-05-16",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Associated Press",0
"5105","2016-05-16",2016,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Capital FM (Nairobi)",0
"5106","2016-05-16",2016,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Narok","Narok North","Narok Town","Narok",-1.07829,35.86012,"Daily Nation (Kenya)",1
"5107","2016-05-18",2016,"Riots/Protests","Rioters (Kenya)","Rioters (Kenya)","Kenya","Nyeri","Nyeri Town","Rware","Nyeri",-0.41667,36.95,"Daily Nation (Kenya)",0
"5108","2016-05-23",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Kakamega","Lurambi","Sheywe","Kakamega",0.2833,34.75,"Agence France Presse ",0
"5109","2016-05-23",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Kibra","Lindi","Kibera",-1.311658,36.78913,"Deutsche Welle (Bonn)",0
"5110","2016-05-23",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Migori","Suna West","Ragana-Oruba","Migori",-1.0667,34.4667,"Xinhua",0
"5111","2016-05-23",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Agence France Presse",0
"5112","2016-05-23",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse",0
"5113","2016-05-23",2016,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Siaya","Alego Usonga","Siaya Township","Siaya",0.06,34.2861,"Agence France Presse",2
"5114","2016-05-23",2016,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Homa Bay","Homa Bay Town","Homa Bay Central","Homa Bay",-0.52731,34.45714,"Human Rights Watch ",0
"5115","2016-05-23",2016,"Violence against civilians","Protesters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Agence France Presse",1
"5116","2016-05-29",2016,"Strategic development","Al Shabaab","Unitentified","Kenya","Wajir","Wajir East","Township","Wajir",1.75,40.06,"The Star ",0
"5117","2016-05-29",2016,"Violence against civilians","Al Shabaab","Civilians (Kenya)","Kenya","Kwale","Msambweni","Gombato Bongwe","Diani",-4.279213,39.59431,"The Star",3
"5118","2016-05-31",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Isiolo","Isiolo North","Bulla Pesa","Isiolo",0.35462,37.58218,"Daily Nation (Kenya)",0
"5119","2016-05-31",2016,"Violence against civilians","Al Shabaab","Civilians (Kenya)","Kenya","Kwale","Matuga","Tsimba Golini","Kwale",-4.17375,39.45206,"Radio Kulmiye ",3
"5120","2016-06-01",2016,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Daily Nation ",0
"5121","2016-06-03",2016,"Remote violence","Military Forces of Kenya (2013-)","Al Shabaab","Kenya","Garissa","Daadab","Liboi","Liboi",0.35336,40.87232,"Shabelle Media Network ",10
"5122","2016-06-03",2016,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Kwale","Matuga","Tsimba Golini","Kwale",-4.17375,39.45206,"Sunday Nation (Kenya)",1
"5123","2016-06-05",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Migori","Suna West","Ragana-Oruba","Migori",-1.0667,34.4667,"The Star ",0
"5124","2016-06-06",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kisumu","Kisumu Central","Nyalenda","Kibuye",-0.14213,34.73301,"Daily Nation (Kenya)",0
"5125","2016-06-06",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.86081,"The Star ",0
"5126","2016-06-06",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Migori","Suna West","Ragana-Oruba","Migori",-1.0667,34.4667,"Daily Nation (Kenya)",0
"5127","2016-06-06",2016,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Machakos","Mavoko","Syokimau/Mulolongo","Mlolongo",-1.39639,36.94028,"Capital FM (Nairobi)",0
